tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0240641,movie,"Just, Melvin: Just Evil","Just, Melvin: Just Evil",0,2000,\N,96,Documentary,7.0,1842
tt0240652,movie,Every Week Seven Days,Kazdy tyzden sedem dní,0,1964,\N,93,Drama,6.0,28
tt0240666,movie,Képek a magyar némafilm történetéböl,Képek a magyar némafilm történetéböl,0,1964,\N,71,Documentary,7.4,7
tt0240676,movie,Leichtes Blut,Leichtes Blut,0,1943,\N,\N,\N,6.8,8
tt0240711,movie,Maniyan Pillai Athava Maniyan Pillai,Maniyan Pillai Athava Maniyan Pillai,0,1981,\N,120,Comedy,6.3,33
tt0240732,movie,The Moment After,The Moment After,0,1999,\N,89,"Action,Drama,Sci-Fi",4.4,721
tt0240748,movie,Mária két éjszakája,Mária két éjszakája,0,1940,\N,96,\N,6.1,17
tt0240750,movie,Nam Iruvar,Nam Iruvar,0,1947,\N,153,Drama,6.8,17
tt0240772,movie,Ocean's Eleven,Ocean's Eleven,0,2001,\N,116,"Crime,Thriller",7.7,642565
tt0240841,movie,The Letter,Pyeon ji,0,1997,\N,105,"Drama,Romance",6.9,91
tt0240891,movie,Sesham Kazhchayil,Sesham Kazhchayil,0,1983,\N,\N,Drama,6.3,35
tt0240912,movie,Sound and Fury,Sound and Fury,0,2000,\N,80,Documentary,7.8,1083
tt0240954,movie,Dreams of Love,Szerelmi álmok,0,1935,\N,103,"Drama,Romance",5.6,15
tt0240973,movie,Thaiku Oru Thalattu,Thaiku Oru Thalattu,0,1986,\N,144,Romance,6.9,27
tt0241014,movie,Uma Mulher Para Sábado,Uma Mulher Para Sábado,0,1970,\N,84,Drama,4.7,15
tt0241025,movie,Vanity Fair,Vanity Fair,0,2004,\N,141,Drama,6.2,23832
tt0241026,movie,Stars of Variety,A varieté csillagai,0,1939,\N,103,Drama,6.8,34
tt0241033,movie,Vilambaram,Vilambaram,0,1987,\N,135,"Comedy,Crime,Drama",7.5,22
tt0241079,movie,Zorrita: Passion's Avenger,Zorrita: Passion's Avenger,0,2000,\N,73,"Adventure,Comedy",4.2,125
tt0241146,movie,A,A,0,1998,\N,136,Documentary,6.9,314
tt0241152,movie,Achter glas,Achter glas,0,1976,\N,\N,Documentary,7.0,5
tt0241159,movie,Adultério por Amor,Adultério por Amor,0,1979,\N,96,Drama,5.9,33
tt0241205,movie,Atrapalhando a Suate,Atrapalhando a Suate,0,1983,\N,80,"Action,Comedy,Crime",5.0,121
tt0241286,movie,O Cangaceiro Sanguinário,O Cangaceiro Sanguinário,0,1969,\N,85,"Action,Western",5.7,22
tt0241313,movie,O Clube das Infiéis,O Clube das Infiéis,0,1974,\N,95,Comedy,4.7,29
tt0241361,movie,Delícias do Sexo,Delícias do Sexo,0,1980,\N,75,Drama,4.1,21
tt0241456,movie,Fonte da Saudade,Fonte da Saudade,0,1986,\N,90,Drama,6.2,39
tt0241492,movie,Going Off Big Time,Going Off Big Time,0,2000,\N,86,Thriller,6.1,937
tt0241498,movie,The Gristle,The Gristle,0,2001,\N,93,"Comedy,Drama",5.6,141
tt0241512,movie,Göre Gábor visszatér,Göre Gábor visszatér,0,1940,\N,94,Comedy,5.7,13
tt0241535,movie,A Night to Remember,Sono yo wa wasurenai,0,1962,\N,96,"Drama,Romance",6.6,44
tt0241593,movie,Jalim Jawani,Jalim Jawani,0,1932,\N,139,\N,5.0,6
tt0241604,movie,Jogho,Jogho,0,1997,\N,94,Drama,7.2,94
tt0241655,movie,Könnyü múzsa,Könnyü múzsa,0,1947,\N,86,Drama,6.2,28
tt0241675,movie,Little Fox,Little Fox,0,1920,\N,\N,\N,7.3,25
tt0241687,movie,Loving Memory,Loving Memory,0,1970,\N,57,Drama,6.2,352
tt0241696,movie,A Policeman's Life,Löggulíf,0,1985,\N,90,Comedy,7.1,237
tt0241697,movie,Lúdas Matyi,Lúdas Matyi,0,1922,\N,\N,\N,6.6,13
tt0241770,movie,A Noite dos Duros,A Noite dos Duros,0,1978,\N,100,Drama,7.1,17
tt0241775,movie,Nos Tempos da Vaselina,Nos Tempos da Vaselina,0,1979,\N,90,Comedy,5.8,71
tt0241812,movie,"Perempuan, Isteri, dan Jalang","Perempuan, Isteri, dan Jalang",0,1993,\N,109,"Drama,Romance",7.5,96
tt0241822,movie,Pitch People,Pitch People,0,1999,\N,88,Documentary,8.2,17
tt0241838,movie,Le portrait de l'amiral,Le portrait de l'amiral,0,1921,\N,\N,Adventure,5.7,11
tt0241874,movie,Rampe & Naukkis - Kaikkien aikojen superpari,Rampe & Naukkis - Kaikkien aikojen superpari,0,1990,\N,90,Comedy,4.4,294
tt0241938,movie,O Sexo das Bonecas,O Sexo das Bonecas,0,1974,\N,90,Comedy,5.1,20
tt0241939,movie,"Sexo, Sua Única Arma","Sexo, Sua Única Arma",0,1981,\N,93,Drama,5.2,89
tt0241961,movie,Sleeping Pills,Sleeping Pills,0,2003,\N,85,Drama,8.8,28
tt0241969,movie,Sombras de Julho,Sombras de Julho,0,1995,\N,90,Drama,5.4,20
tt0241972,movie,Summer Dream,Sonho de Verão,0,1990,\N,80,"Comedy,Family,Musical",4.7,199
tt0242084,movie,The Exhibited,De udstillede,0,2000,\N,81,"Documentary,Drama",3.8,117
tt0242086,movie,Angle of Approach,Uhol pohladu,0,1985,\N,80,Drama,5.2,14
tt0242150,movie,Xchange,Xchange,0,2000,\N,110,"Sci-Fi,Thriller",5.5,2760
tt0242180,movie,The New Landlord,Az új földesúr,0,1935,\N,103,"Drama,Romance",6.6,27
tt0242257,movie,Alakh Niranjan,Alakh Niranjan,0,1975,\N,\N,Fantasy,7.4,27
tt0242267,movie,Amor en las nubes,Amor en las nubes,0,1968,\N,85,"Adventure,Romance",3.6,26
tt0242291,movie,Au coeur de l'orage,Au coeur de l'orage,0,1948,\N,80,"Documentary,War",6.6,30
tt0242301,movie,Spring,Basant,0,1960,\N,165,"Comedy,Drama,Romance",6.5,41
tt0242302,movie,Bastra Haran,Bastra Haran,0,1991,\N,172,\N,5.1,9
tt0242314,movie,Billoo Baadshah,Billoo Baadshah,0,1989,\N,148,"Action,Crime,Drama",4.7,143
tt0242317,movie,Black Mamba,Black Mamba,0,1974,\N,92,Horror,4.9,89
tt0242325,movie,Born to Lose,Born to Lose,0,1999,\N,90,"Comedy,Drama,Music",5.8,125
tt0242342,movie,Callejera,Callejera,0,1949,\N,100,"Crime,Drama,Music",5.7,19
tt0242346,movie,La carcel de Laredo,La carcel de Laredo,0,1985,\N,100,"Action,Adventure,Drama",7.2,18
tt0242384,movie,El cofre del pirata,El cofre del pirata,0,1959,\N,95,"Comedy,Fantasy",7.0,40
tt0242459,movie,"Finest, the brave Falcon",Finist - Yasnyy sokol,0,1975,\N,80,"Adventure,Family,Fantasy",6.8,434
tt0242483,movie,Die Gerechten von Kummerow,Die Gerechten von Kummerow,0,1982,\N,95,Family,6.2,45
tt0242503,movie,Har Har Gange,Har Har Gange,0,1968,\N,125,"Drama,Fantasy",8.6,15
tt0242527,movie,The Hole,The Hole,0,2001,\N,102,"Drama,Mystery,Thriller",6.2,49066
tt0242566,movie,La justicia tiene doce años,La justicia tiene doce años,0,1973,\N,88,Comedy,6.5,16
tt0242599,movie,The Legend of the North Wind,La leyenda del viento del Norte,0,1992,\N,74,"Animation,Family,Fantasy",6.8,76
tt0242607,movie,Lisa und die Riesen,Lisa und die Riesen,0,1984,\N,96,"Adventure,Family",6.8,9
tt0242622,movie,Lunch Hour,Lunch Hour,0,1963,\N,64,"Comedy,Drama,Romance",6.4,296
tt0242635,movie,Mahabali Hanuman,Mahabali Hanuman,0,1981,\N,130,"Adventure,Family,Fantasy",6.7,31
tt0242672,movie,La mentira,La mentira,0,1952,\N,97,"Drama,Romance",6.3,19
tt0242676,movie,My Wife Understands Me,Mi esposa me comprende,0,1959,\N,93,"Drama,Romance",6.6,18
tt0242678,movie,Mi madre es culpable,Mi madre es culpable,0,1960,\N,90,Drama,6.4,30
tt0242720,movie,Nauka Dubi,Nauka Dubi,0,1932,\N,\N,\N,6.8,15
tt0242728,movie,Az utolsó éjszaka,Az utolsó éjszaka,0,1917,\N,\N,Drama,5.7,33
tt0242831,movie,Saat Rang Ke Sapne,Saat Rang Ke Sapne,0,1998,\N,171,"Drama,Romance",5.3,127
tt0242879,movie,Shart,Shart,0,1954,\N,\N,"Drama,Family",6.3,17
tt0242966,movie,Tres hombres en mi vida,Tres hombres en mi vida,0,1952,\N,92,"Comedy,Drama,Romance",6.5,9
tt0242977,movie,U svatého Antonícka,U svatého Antonícka,0,1933,\N,\N,"Comedy,Musical",5.0,10
tt0243015,movie,Vámonos para la feria,Vámonos para la feria,0,1961,\N,90,"Comedy,Drama,Music",7.7,10
tt0243016,movie,Wagner,Wagner,0,1998,\N,110,"Comedy,Drama,Fantasy",7.1,61
tt0243036,movie,Years of the Beast,Years of the Beast,0,1981,\N,98,"Horror,Sci-Fi",5.4,288
tt0243042,movie,Yo soy gallo dondequiera!..,Yo soy gallo dondequiera!..,0,1953,\N,105,"Comedy,Drama",5.7,16
tt0243131,movie,Bambai Ka Maharaja,Bambai Ka Maharaja,0,1980,\N,\N,"Action,Crime,Drama",3.6,9
tt0243162,movie,The Big Mirror,Caftan d'amour,0,1989,\N,90,Drama,7.0,9
tt0243191,movie,Le congrès s'amuse,Le congrès s'amuse,0,1931,\N,102,Comedy,6.3,45
tt0243230,movie,Durgaa,Durgaa,0,1985,\N,\N,"Action,Crime",6.2,32
tt0243313,movie,Life on the Hortobagy,Hortobágy,0,1937,\N,79,Drama,6.5,74
tt0243328,movie,Iditarod: A Far Distant Place,Iditarod: A Far Distant Place,0,2000,\N,88,Documentary,5.8,21
tt0243378,movie,Lava,Lava,0,2000,\N,83,"Comedy,Crime,Fantasy",4.1,15
tt0243391,movie,Love in Hong Kong,Love in Hong Kong,0,1983,\N,70,"Romance,Thriller",4.7,50
tt0243462,movie,Mee-Shee: The Water Giant,Mee-Shee: The Water Giant,0,2005,\N,95,"Adventure,Family,Fantasy",5.3,826
tt0243505,movie,Prithvi Vallabh,Prithvi Vallabh,0,1943,\N,121,Drama,7.6,35
tt0243507,movie,Pulsating Flesh,Pulsating Flesh,1,1986,\N,79,"Adult,Romance",4.9,45
tt0243575,movie,Speaking of Sex,Speaking of Sex,0,2001,\N,96,"Comedy,Romance",5.6,2667
tt0243602,movie,Terms of Endowment,Terms of Endowment,1,1986,\N,84,Adult,6.9,108
tt0243622,movie,The Tunnel,Tunel,0,1993,\N,\N,War,4.3,8
tt0243648,movie,¡Viva el amor!,¡Viva el amor!,0,1958,\N,88,"Comedy,Drama,Romance",5.4,34
tt0243652,movie,How It All Went Down,How It All Went Down,0,2003,\N,93,"Crime,Drama,Thriller",4.0,362
tt0243655,movie,Wet Hot American Summer,Wet Hot American Summer,0,2001,\N,97,"Comedy,Romance",6.5,61943
tt0243671,movie,Blood Reincarnation,Yinyang jie,0,1974,\N,98,Horror,6.8,49
tt0243756,movie,Alolam,Alolam,0,1982,\N,122,Drama,6.9,17
tt0243759,movie,The American Astronaut,The American Astronaut,0,2001,\N,91,"Comedy,Musical,Sci-Fi",6.9,3285
tt0243822,movie,Clean Handed,Cisté ruky,0,1956,\N,100,Drama,4.2,9
tt0243837,movie,Crimen en la alcoba,Crimen en la alcoba,0,1946,\N,82,"Crime,Drama,Mystery",8.3,7
tt0243867,movie,"Quite Good, Chaps",Dost dobrí chlapi,0,1972,\N,\N,\N,6.4,10
tt0243875,movie,The Duel,Le duel,0,1927,\N,\N,\N,7.4,7
tt0243889,movie,Eureka,Yurîka,0,2000,\N,217,Drama,7.7,4502
tt0243892,movie,Face the Music,Face the Music,0,2001,\N,85,"Comedy,Music",6.0,93
tt0243937,movie,Grand Theater: A Tale of Beirut,Grand Theater: A Tale of Beirut,0,1999,\N,\N,\N,7.9,15
tt0243974,movie,Hot Summer Night,Hot Summer Night,1,1974,\N,61,Adult,5.5,13
tt0243991,movie,Intimate Affairs,Investigating Sex,0,2001,\N,108,"Comedy,Drama",4.6,1923
tt0244000,movie,American Outlaws,American Outlaws,0,2001,\N,94,"Action,Western",5.9,18049
tt0244051,movie,The Magic Mirror,The Magic Mirror,1,1970,\N,59,\N,4.8,21
tt0244061,movie,Marcado por el odio,Marcado por el odio,0,1989,\N,85,"Action,Crime,Drama",3.6,15
tt0244066,movie,Maria Isabel,María Isabel,0,1968,\N,116,"Comedy,Drama,Romance",7.0,116
tt0244095,movie,Never Look Back,Never Look Back,0,2000,\N,89,"Action,Drama",5.0,52
tt0244100,movie,Night of Terror,Night of Terror,0,1986,\N,90,Horror,3.6,119
tt0244164,movie,La rebelión de los fantasmas,La rebelión de los fantasmas,0,1949,\N,\N,"Comedy,Drama,Fantasy",6.4,11
tt0244231,movie,Srdce na lane,Srdce na lane,0,1973,\N,\N,\N,6.8,8
tt0244294,movie,Vylet po Dunaji,Vylet po Dunaji,0,1963,\N,\N,\N,6.2,15
tt0244320,movie,Encadenada (El yugo),Encadenada (El yugo),0,1947,\N,90,Drama,6.6,17
tt0244374,movie,A La Habana me voy,A La Habana me voy,0,1950,\N,104,Musical,5.5,15
tt0244384,movie,"His Colt, Himself, His Revenge",Allegri becchini... arriva Trinità,0,1972,\N,88,Western,4.6,43
tt0244389,movie,Le altre,Le altre,0,1969,\N,99,"Comedy,Drama,Romance",6.7,59
tt0244398,movie,El amor y esas cosas,El amor y esas cosas,0,1969,\N,100,"Comedy,Romance",8.2,8
tt0244457,movie,Chaitali,Chaitali,0,1975,\N,\N,Drama,6.5,50
tt0244471,movie,Cottonmouth,Cottonmouth,0,2001,\N,95,"Crime,Drama,Thriller",5.1,101
tt0244484,movie,Desperate,Desperate,0,1991,\N,90,Drama,7.7,15
tt0244530,movie,The Captain from Koepenick,Der hauptmann von Köpenick,0,1926,\N,82,"Biography,Comedy,History",7.6,18
tt0244576,movie,Kalibre 35,Kalibre 35,0,2000,\N,105,"Crime,Drama",6.3,179
tt0244590,movie,Kissise Na Kehna,Kissise Na Kehna,0,1983,\N,140,"Comedy,Romance",7.2,768
tt0244640,movie,Maldita ciudad (un drama cómico),Maldita ciudad (un drama cómico),0,1954,\N,90,Drama,7.7,74
tt0244650,movie,Die Martinsklause,Die Martinsklause,0,1951,\N,96,Drama,6.6,21
tt0244665,movie,Mujeres engañadas,Mujeres engañadas,0,1961,\N,90,Drama,6.5,11
tt0244685,movie,No tiene la culpa el Indio,No tiene la culpa el Indio,0,1978,\N,93,"Comedy,Fantasy",7.5,40
tt0244707,movie,Patay Khan,Patay Khan,0,1955,\N,\N,\N,6.3,13
tt0244720,movie,Les pornocrates,Les pornocrates,0,1976,\N,85,Documentary,6.4,73
tt0244739,movie,El puente,El puente,0,1984,\N,\N,"Action,Adventure,Drama",6.2,14
tt0244767,movie,A Romany Lass,A Romany Lass,0,1918,\N,\N,"Drama,Romance",4.3,14
tt0244787,movie,El señor gobernador,El señor gobernador,0,1951,\N,67,"Comedy,Drama",6.2,9
tt0244794,movie,Only You,Sirf Tum,0,1999,\N,150,"Drama,Romance",6.2,1815
tt0244803,movie,Snakeskin,Snakeskin,0,2001,\N,94,"Adventure,Drama,Fantasy",5.4,556
tt0244807,movie,Soul to Soul,Soul to Soul,0,1971,\N,96,"Documentary,Music",7.9,89
tt0244833,movie,Tarzan and Jane Regained... Sort of,Tarzan and Jane Regained... Sort of,0,1964,\N,80,Comedy,5.7,56
tt0244876,movie,Vidita negra,Vidita negra,0,1973,\N,100,Comedy,6.6,72
tt0244880,movie,Wacus,Wacus,0,1935,\N,59,"Comedy,Romance",6.7,30
tt0244886,movie,Zabawka,Zabawka,0,1933,\N,80,"Drama,Romance",6.0,27
tt0244949,movie,Accident,Accident,0,1985,\N,121,"Crime,Drama,Thriller",8.3,257
tt0245017,movie,Le bouche-trou,Le bouche-trou,1,1976,\N,85,"Adult,Adventure,Romance",5.2,40
tt0245057,movie,Climax,Climax,1,1971,\N,85,"Adult,Thriller",5.5,12
tt0245087,movie,Du bist nicht allein,Du bist nicht allein,0,1949,\N,100,"Drama,Romance",6.4,17
tt0245111,movie,Film...,Film...,0,2000,\N,95,Drama,7.1,38
tt0245157,movie,Zus & Zo,Zus & zo,0,2001,\N,106,"Comedy,Fantasy,Romance",6.1,1711
tt0245211,movie,Kodeeswaran,Kodeeswaran,0,1955,\N,132,\N,4.1,8
tt0245224,movie,Old Men,Lao tou,0,1999,\N,94,Documentary,7.1,34
tt0245240,movie,Stamping Ground,Stamping Ground,0,1971,\N,83,"Documentary,Music",6.4,235
tt0245249,movie,The Iron Hand of the Mafia,"Mafia, una legge che non perdona",0,1980,\N,80,"Action,Crime",4.8,30
tt0245276,movie,The Profession of Arms,Il mestiere delle armi,0,2001,\N,105,"Drama,History,War",6.9,1981
tt0245294,movie,Moonlight,Moonlight,0,2002,\N,90,Thriller,6.0,852
tt0245309,movie,Nachttanke,Nachttanke,0,2000,\N,88,Documentary,8.0,81
tt0245319,movie,No,Nie,0,1978,\N,90,\N,6.5,11
tt0245320,movie,El niño,El niño,0,2000,\N,98,"Comedy,Crime,Drama",5.5,25
tt0245339,movie,Outside Out,Outside Out,0,2000,\N,\N,\N,6.8,72
tt0245391,movie,Ristningar,Ristningar,0,2000,\N,\N,"Crime,Mystery",5.2,10
tt0245393,movie,Rock and Roll Mobster Girls,Rock and Roll Mobster Girls,0,1988,\N,110,"Comedy,Music",3.8,19
tt0245407,movie,Crush,Crush,0,2001,\N,108,"Comedy,Drama,Romance",5.7,4009
tt0245434,movie,Sezonul pescarusilor,Sezonul pescarusilor,0,1985,\N,108,Drama,7.0,50
tt0245479,movie,Just a Kiss,Just a Kiss,0,2002,\N,89,"Comedy,Drama,Romance",4.9,1632
tt0245572,movie,X-Philes,X-Philes,0,2000,\N,\N,Documentary,8.6,18
tt0245655,movie,Robot Taekwon V,Robot Taekwon V,0,1976,\N,76,"Action,Animation,Sci-Fi",5.6,108
tt0245680,movie,Aarani Mantalu,Aarani Mantalu,0,1980,\N,\N,"Action,Crime,Drama",4.9,23
tt0245724,movie,Big Wind on Campus,Artie,0,2000,\N,89,Comedy,3.0,273
tt0245731,movie,Athaku Yamudu Ammayiki Mogudu,Athaku Yamudu Ammayiki Mogudu,0,1989,\N,140,"Action,Comedy,Drama",7.2,261
tt0245746,movie,Bandipotu Simham,Bandipotu Simham,0,1982,\N,125,"Action,Family,Romance",4.5,21
tt0245768,movie,Big Boss,Big Boss,0,1995,\N,153,"Action,Drama",4.7,144
tt0245806,movie,Burning Man: The Burning Sensation,Burning Man: The Burning Sensation,0,2002,\N,75,"Documentary,Music",6.2,59
tt0245830,movie,Chettaniki Kallu Levu,Chettaniki Kallu Levu,0,1981,\N,141,"Action,Crime,Drama",8.0,105
tt0245863,movie,Des morts,Des morts,0,1979,\N,105,"Documentary,Horror",5.8,159
tt0245877,movie,Drift,Drift,0,2000,\N,86,"Comedy,Drama,Romance",5.4,522
tt0245881,movie,Duty,Duty,0,1986,\N,\N,Action,4.6,21
tt0245922,movie,The Gold Medal,The Gold Medal,0,1984,\N,\N,"Action,Thriller",4.9,25
tt0245924,movie,Goonda,Goonda,0,1984,\N,137,"Action,Drama,Family",7.0,63
tt0245942,movie,Hero,Hero,0,1984,\N,129,"Action,Adventure",6.2,47
tt0245972,movie,Intlo Ramayya Veedilo Krishnayya,Intlo Ramayya Veedilo Krishnayya,0,1982,\N,125,"Comedy,Drama,Romance",7.9,105
tt0245998,movie,Khaidi No. 786,Khaidi No. 786,0,1988,\N,144,"Action,Drama,Romance",6.6,332
tt0246000,movie,Killer Instinct,Killer Instinct,0,2001,\N,88,"Horror,Thriller",4.1,405
tt0246003,movie,Kirayi Rowdylu,Kirayi Rowdylu,0,1981,\N,120,"Action,Crime,Drama",8.1,58
tt0246027,movie,Kúpelnovy hrác,Kúpelnovy hrác,0,1989,\N,70,"Comedy,Drama",5.6,14
tt0246049,movie,Maa Inti Premayanam,Maa Inti Premayanam,0,1983,\N,\N,\N,5.4,10
tt0246053,movie,Maga Maharaju,Maga Maharaju,0,1983,\N,\N,"Comedy,Drama,Romance",6.8,45
tt0246081,movie,Mogudu Kaavali,Mogudu Kaavali,0,1980,\N,\N,"Comedy,Family",6.5,21
tt0246095,movie,Mutamestri,Mutamestri,0,1993,\N,163,"Action,Drama",7.1,426
tt0246123,movie,Odyssea,Odyssea,0,1987,\N,\N,Animation,3.6,8
tt0246146,movie,En el país de no pasa nada,En el país de no pasa nada,0,2000,\N,91,Comedy,5.9,81
tt0246202,movie,Roshagadu,Roshagadu,0,1984,\N,90,"Action,Drama",6.5,26
tt0246218,movie,Sati Savitri,Sati Savitri,0,1957,\N,142,Drama,7.2,13
tt0246228,movie,Alex in Wonder,Alex in Wonder,0,2001,\N,96,"Comedy,Drama",4.9,569
tt0246252,movie,Srirasthu Subhamasthu,Srirasthu Subhamasthu,0,1981,\N,\N,\N,5.2,16
tt0246262,movie,Swayam Krushi,Swayam Krushi,0,1987,\N,164,"Action,Drama",8.4,709
tt0246275,movie,Thathayya Premaleelalu,Thathayya Premaleelalu,0,1980,\N,\N,"Comedy,Family",4.7,14
tt0246322,movie,Wardat,Wardat,0,1981,\N,133,"Action,Thriller",7.3,87
tt0246338,movie,Yamakinkarudu,Yamakinkarudu,0,1982,\N,129,"Action,Crime,Drama",6.4,52
tt0246405,movie,27 Missing Kisses,27 Missing Kisses,0,2000,\N,98,"Comedy,Drama,Romance",6.6,1560
tt0246407,movie,Aapli Manse,Aapli Manse,0,1979,\N,110,Drama,7.5,9
tt0246414,movie,Agathiyar,Agathiyar,0,1972,\N,153,"Adventure,Drama,Fantasy",7.0,53
tt0246420,movie,Amanush,Amanush,0,1975,\N,153,"Drama,Family",7.0,293
tt0246428,movie,Angaray,Angaray,0,2000,\N,\N,\N,5.4,23
tt0246429,movie,"Angel, the Diva and I","Ángel, la diva y yo",0,1999,\N,93,Drama,5.9,13
tt0246431,movie,Antilles sur Seine,Antilles sur Seine,0,2000,\N,104,"Comedy,Crime",3.8,200
tt0246446,movie,Bad Guys,Bad Guys,0,2000,\N,96,"Action,Adventure",5.5,71
tt0246485,movie,Chhakke Panje,Chhakke Panje,0,1987,\N,\N,Comedy,7.5,16
tt0246500,movie,Who Is Cletis Tout?,Who Is Cletis Tout?,0,2001,\N,92,"Action,Comedy,Crime",6.3,5100
tt0246568,movie,Dil Main Chupa Kay Rakhna,Dil Main Chupa Kay Rakhna,0,1999,\N,\N,\N,1.4,23
tt0246664,movie,Gumastavin Magal,Gumastavin Magal,0,1974,\N,\N,\N,6.6,26
tt0246666,movie,Gurudakshinai,Gurudakshinai,0,1969,\N,\N,\N,6.0,6
tt0246674,movie,Harikrishnans,Harikrishnans,0,1998,\N,150,"Comedy,Crime,Mystery",6.8,1347
tt0246729,movie,Khiladiyon Ka Khiladi,Khiladiyon Ka Khiladi,0,1996,\N,162,"Action,Crime,Drama",6.0,6442
tt0246765,movie,Lumumba,Lumumba,0,2000,\N,115,"Biography,Drama,History",7.2,2137
tt0246778,movie,Melnattu Marumagal,Melnattu Marumagal,0,1975,\N,\N,"Drama,Romance",5.6,29
tt0246790,movie,Monos con navaja,Monos con navaja,0,2000,\N,\N,"Crime,Drama,Thriller",4.8,37
tt0246845,movie,Parwana,Parwana,0,1947,\N,\N,"Drama,Music",8.0,19
tt0246852,movie,El pícaro norteño,El pícaro norteño,0,1990,\N,89,"Comedy,Musical",6.5,9
tt0246890,movie,King Rikki,King Rikki,0,2002,\N,91,Drama,4.6,220
tt0246893,movie,Rodná zem,Rodná zem,0,1954,\N,101,"Musical,Romance",7.0,51
tt0246927,movie,Sidhartha,Sidhartha,0,1998,\N,\N,"Action,Drama,Mystery",3.6,108
tt0246930,movie,Sindoora Sandhyakku Mounam,Sindoora Sandhyakku Mounam,0,1982,\N,120,"Action,Comedy,Crime",6.1,38
tt0246942,movie,Sookha,Sookha,0,1983,\N,119,Drama,6.6,10
tt0246945,movie,Sphodanam,Sphodanam,0,1981,\N,\N,\N,6.8,16
tt0246959,movie,Sukrutham,Sukrutham,0,1994,\N,148,Drama,7.7,241
tt0246965,movie,Sweet Revenge,Sweet Revenge,0,2001,\N,92,Thriller,3.3,135
tt0246977,movie,Les Terriens,Les Terriens,0,2000,\N,84,Documentary,7.7,26
tt0246989,movie,Tomcats,Tomcats,0,2001,\N,95,Comedy,5.3,20248
tt0247015,movie,Vardaan,Vardaan,0,1975,\N,136,Drama,8.2,17
tt0247133,movie,The Meeksville Ghost,The Meeksville Ghost,0,2001,\N,95,"Adventure,Drama,Fantasy",5.2,221
tt0247158,movie,Akce v Istanbulu,Akce v Istanbulu,0,1975,\N,101,\N,4.3,23
tt0247303,movie,The Shaft,Down,0,2001,\N,111,"Action,Horror,Mystery",4.7,5641
tt0247311,movie,Elvis Is Alive,Elvis Is Alive,0,2001,\N,\N,Comedy,5.3,33
tt0247383,movie,Gold in New Frisco,Gold in New Frisco,0,1939,\N,97,Adventure,4.5,26
tt0247488,movie,Lyubovta na Miron,Lyubovta na Miron,0,1980,\N,68,Drama,2.9,11
tt0247530,movie,Mississippi Summer,Mississippi Summer,0,1971,\N,88,Drama,5.5,12
tt0247556,movie,The Quiet Swimmer,El nadador inmóvil,0,1998,\N,100,Drama,7.0,15
tt0247568,movie,Nazi Concentration and Prison Camps,Nazi Concentration Camps,0,1945,\N,59,"Documentary,History",8.3,1723
tt0247693,movie,Seitensprünge,Seitensprünge,0,1940,\N,92,\N,6.8,11
tt0247744,movie,Super Spook,Super Spook,0,1974,\N,103,"Comedy,Crime",4.7,45
tt0247767,movie,Teenager in Love,Crazy Girls,1,1982,\N,65,Adult,5.0,58
tt0247805,movie,The Vineyard,El viñedo,0,2000,\N,87,"Crime,Drama,Thriller",6.7,68
tt0247823,movie,Women in Film,Women in Film,0,2001,\N,89,"Comedy,Drama",4.2,278
tt0247982,movie,The Last Kiss,Le dernier baiser,0,1977,\N,102,"Comedy,Drama",5.3,39
tt0247984,movie,Despedida de soltera,Despedida de soltera,0,1966,\N,90,"Comedy,Drama",7.1,19
tt0248027,movie,Für die Katz',Für die Katz',0,1940,\N,77,\N,6.8,7
tt0248103,movie,The State I Am In,Die innere Sicherheit,0,2000,\N,106,Drama,6.9,2837
tt0248169,movie,Manna from Heaven,Manna from Heaven,0,2002,\N,119,Comedy,5.3,504
tt0248180,movie,Message in a Cell Phone,Message in a Cell Phone,0,2000,\N,85,Family,5.2,194
tt0248201,movie,Mudhal Thedi,Mudhal Thedi,0,1955,\N,145,\N,7.2,15
tt0248216,movie,Na Tum Jaano Na Hum,Na Tum Jaano Na Hum,0,2002,\N,158,"Comedy,Drama,Musical",4.9,3127
tt0248226,movie,Nebe a dudy,Nebe a dudy,0,1941,\N,95,"Comedy,Romance",7.8,175
tt0248323,movie,Preciosa,Preciosa,0,1965,\N,85,"Drama,Musical,Romance",4.9,18
tt0248387,movie,Ryba na suchu,Ryba na suchu,0,1942,\N,85,Comedy,6.7,71
tt0248441,movie,Sitaara,Sitaara,0,1983,\N,144,"Drama,Romance",7.5,119
tt0248518,movie,Tales of the Unknown,Tales of the Unknown,0,1990,\N,78,"Drama,Horror,Mystery",5.5,57
tt0248586,movie,Un possible amour,Un possible amour,0,2000,\N,56,Drama,8.3,19
tt0248750,movie,El dengue del amor,El dengue del amor,0,1965,\N,90,Musical,6.0,12
tt0248770,movie,Kites Over Helsinki,Drakarna över Helsingfors,0,2001,\N,90,Drama,5.9,710
tt0248832,movie,The Great Indian Wars 1840-1890,The Great Indian Wars 1840-1890,0,1991,\N,96,"Documentary,War,Western",5.7,88
tt0248925,movie,Jerks,Jerks,0,2000,\N,89,"Drama,Romance",5.8,20
